timestamp,hour,day,month,weekday,pm2_5,pm10,co,no2,so2,o3,aqi,previous_aqi,temperature,humidity,pressure,wind_speed
2026-07-28 09:00:00,9,28,7,1,47.59,66.4,655.44,7.38,3.23,88.39,131,126,,,,
2026-07-28 10:00:00,10,28,7,1,57.44,73.87,638.87,5.14,3.37,118.93,152,131,,,,
2026-07-28 11:00:00,11,28,7,1,70.85,86.02,643.13,3.83,3.36,142.83,159,152,,,,
2026-07-28 12:00:00,12,28,7,1,56.49,72.33,480.55,1.85,3.23,141.81,152,159,,,,
2026-07-28 13:00:00,13,28,7,1,46.02,61.05,405.6,1.24,2.61,134.03,127,152,,,,
2026-07-28 14:00:00,14,28,7,1,43.08,57.16,386.32,1.16,2.27,131.19,120,127,,,,
2026-07-28 15:00:00,15,28,7,1,42.87,56.68,388.99,1.59,2.12,130.99,119,120,,,,
2026-07-28 16:00:00,16,28,7,1,43.87,57.54,407.0,2.69,2.09,130.89,122,119,,,,
2026-07-28 17:00:00,17,28,7,1,44.62,58.41,434.12,4.47,2.11,129.68,123,122,,,,
2026-07-28 18:00:00,18,28,7,1,46.25,60.37,485.64,7.9,2.19,123.54,127,123,,,,
2026-07-28 19:00:00,19,28,7,1,49.24,63.53,556.73,11.96,2.24,112.13,135,127,,,,
2026-07-28 20:00:00,20,28,7,1,52.63,66.81,629.57,14.18,2.27,101.92,143,135,,,,
2026-07-28 21:00:00,21,28,7,1,56.49,69.88,719.59,16.71,2.22,89.61,152,143,,,,
2026-07-28 22:00:00,22,28,7,1,60.82,73.98,828.08,19.64,2.15,76.19,154,152,,,,
2026-07-28 23:00:00,23,28,7,1,63.98,77.84,924.41,22.1,2.04,64.43,155,154,,,,
2026-07-29 00:00:00,0,29,7,2,65.14,80.41,978.54,23.04,1.89,55.16,156,155,,,,
2026-07-29 01:00:00,1,29,7,2,65.83,82.09,1001.5,21.83,1.8,49.81,156,156,,,,
2026-07-29 02:00:00,2,29,7,2,66.09,82.2,998.58,19.53,1.84,46.54,156,156,,,,
2026-07-29 03:00:00,3,29,7,2,65.31,79.64,981.78,16.95,2.17,44.3,156,156,,,,
2026-07-29 04:00:00,4,29,7,2,65.1,76.48,998.52,16.24,2.51,37.64,156,156,,,,
2026-07-29 05:00:00,5,29,7,2,63.65,72.23,1013.35,15.74,3.09,31.57,155,156,,,,
2026-07-29 06:00:00,6,29,7,2,58.56,64.82,977.95,13.89,3.41,30.18,153,155,,,,
2026-07-29 07:00:00,7,29,7,2,54.06,58.83,940.98,12.78,3.51,30.97,147,153,,,,
2026-07-29 08:00:00,8,29,7,2,50.53,54.25,903.42,11.74,3.5,36.27,138,147,,,,
2026-07-29 09:00:00,9,29,7,2,42.61,46.56,751.33,8.43,3.82,59.8,119,138,,,,
2026-07-29 10:00:00,10,29,7,2,38.22,42.43,676.92,6.82,3.6,72.74,108,119,,,,
2026-07-29 11:00:00,11,29,7,2,37.15,41.49,637.73,5.72,3.4,83.62,105,108,,,,
2026-07-29 12:00:00,12,29,7,2,29.3,37.22,512.23,3.69,2.69,96.3,87,105,,,,
2026-07-29 13:00:00,13,29,7,2,24.76,34.09,454.96,3.13,2.2,99.48,78,87,,,,
2026-07-29 14:00:00,14,29,7,2,22.48,31.6,442.97,3.19,2.08,100.66,73,78,,,,
2026-07-29 15:00:00,15,29,7,2,21.59,30.92,441.11,3.34,2.06,103.43,71,73,,,,
2026-07-29 16:00:00,16,29,7,2,22.69,31.88,450.62,3.62,2.09,107.01,73,71,,,,
2026-07-29 17:00:00,17,29,7,2,24.25,33.5,462.09,4.15,2.12,110.73,77,73,,,,
2026-07-29 18:00:00,18,29,7,2,27.16,36.55,522.38,8.0,2.16,104.18,83,77,,,,
2026-07-29 19:00:00,19,29,7,2,30.74,40.1,613.39,13.51,2.23,89.56,90,83,,,,
2026-07-29 20:00:00,20,29,7,2,33.88,43.19,690.59,16.49,2.26,77.86,97,90,,,,
2026-07-29 21:00:00,21,29,7,2,37.04,46.08,752.61,18.0,2.29,69.42,105,97,,,,
2026-07-29 22:00:00,22,29,7,2,40.67,49.49,812.93,18.63,2.35,62.98,114,105,,,,
2026-07-29 23:00:00,23,29,7,2,44.42,53.04,867.44,18.98,2.35,57.52,123,114,,,,
2026-07-30 00:00:00,0,30,7,3,48.24,56.37,905.9,18.59,2.39,54.07,132,123,,,,
2026-07-30 01:00:00,1,30,7,3,52.69,60.09,929.6,16.86,2.66,54.35,143,132,,,,
2026-07-30 02:00:00,2,30,7,3,58.45,65.16,926.6,13.67,3.29,60.52,153,143,,,,
2026-07-30 03:00:00,3,30,7,3,64.98,71.48,875.57,9.66,4.69,74.23,156,153,,,,
2026-07-30 04:00:00,4,30,7,3,69.1,74.69,839.4,7.3,5.77,83.08,158,156,,,,
2026-07-30 05:00:00,5,30,7,3,72.34,76.42,802.96,5.67,6.44,90.6,160,158,,,,
2026-07-30 06:00:00,6,30,7,3,77.12,80.7,713.17,3.72,6.08,108.45,162,160,,,,
2026-07-30 07:00:00,7,30,7,3,75.82,79.17,728.68,4.29,5.31,103.23,161,162,,,,
2026-07-30 08:00:00,8,30,7,3,73.5,76.8,764.28,5.59,4.77,97.31,160,161,,,,
2026-07-30 09:00:00,9,30,7,3,76.26,79.78,797.37,5.92,4.47,102.75,162,160,,,,
2026-07-30 10:00:00,10,30,7,3,80.67,84.4,807.88,5.34,4.27,115.41,164,162,,,,
2026-07-30 11:00:00,11,30,7,3,84.67,88.61,801.65,4.57,4.18,129.27,166,164,,,,
2026-07-30 12:00:00,12,30,7,3,68.22,75.24,625.21,3.03,3.51,135.54,158,166,,,,
2026-07-30 13:00:00,13,30,7,3,55.39,65.08,525.54,2.55,2.92,130.91,150,158,,,,
2026-07-30 14:00:00,14,30,7,3,49.21,60.08,483.83,2.51,2.64,127.72,135,150,,,,
2026-07-30 15:00:00,15,30,7,3,44.9,57.44,450.6,2.53,2.39,125.35,124,135,,,,
2026-07-30 16:00:00,16,30,7,3,44.94,58.82,431.64,2.72,2.27,124.78,124,124,,,,
2026-07-30 17:00:00,17,30,7,3,46.48,61.4,424.23,3.21,2.23,124.78,128,124,,,,
2026-07-30 18:00:00,18,30,7,3,49.75,65.09,457.74,5.76,2.3,119.68,136,128,,,,
2026-07-30 19:00:00,19,30,7,3,53.96,68.88,518.18,9.16,2.31,108.84,146,136,,,,
2026-07-30 20:00:00,20,30,7,3,57.79,71.78,573.6,10.69,2.24,100.45,152,146,,,,
2026-07-30 21:00:00,21,30,7,3,59.95,71.98,610.16,10.77,2.09,93.04,153,152,,,,
2026-07-30 22:00:00,22,30,7,3,61.32,71.38,637.14,9.98,2.03,90.11,154,153,,,,
2026-07-30 23:00:00,23,30,7,3,61.23,69.62,645.77,8.86,1.98,89.77,154,154,,,,
2026-07-31 00:00:00,0,31,7,4,59.58,66.39,639.71,7.56,1.98,90.67,153,154,,,,
2026-07-31 01:00:00,1,31,7,4,57.52,62.87,636.33,6.35,2.22,91.6,152,153,,,,
2026-07-31 02:00:00,2,31,7,4,55.88,60.05,632.25,5.24,2.92,93.99,151,152,,,,
2026-07-31 03:00:00,3,31,7,4,54.36,57.55,628.46,4.46,3.85,95.46,147,151,,,,
2026-07-31 04:00:00,4,31,7,4,52.04,54.76,645.31,4.22,4.23,94.05,142,147,,,,
2026-07-31 05:00:00,5,31,7,4,49.01,51.41,675.12,4.31,3.92,89.0,134,142,,,,
2026-07-31 06:00:00,6,31,7,4,44.43,46.67,700.33,4.47,3.19,82.31,123,134,,,,
2026-07-31 07:00:00,7,31,7,4,41.7,44.07,728.92,5.19,2.69,77.01,116,123,,,,
2026-07-31 08:00:00,8,31,7,4,41.79,44.32,755.38,6.35,2.41,73.9,116,116,,,,
2026-07-31 09:00:00,9,31,7,4,42.99,45.71,774.42,6.87,2.25,75.16,119,116,,,,
2026-07-31 10:00:00,10,31,7,4,46.14,48.94,785.38,6.57,2.19,78.89,127,119,,,,
2026-07-31 11:00:00,11,31,7,4,51.44,54.15,790.89,5.71,2.25,87.97,140,127,,,,
2026-07-31 12:00:00,12,31,7,4,49.89,52.1,729.91,3.83,2.13,110.39,136,140,,,,
2026-07-31 13:00:00,13,31,7,4,47.39,49.38,679.67,2.99,1.88,121.75,130,136,,,,
2026-07-31 14:00:00,14,31,7,4,48.05,49.89,662.93,2.68,1.84,129.64,132,130,,,,
2026-07-31 15:00:00,15,31,7,4,51.04,52.81,663.36,2.68,1.91,138.3,139,132,,,,
2026-07-31 16:00:00,16,31,7,4,56.47,58.21,669.58,3.14,2.06,144.19,152,139,,,,
2026-07-31 17:00:00,17,31,7,4,59.23,60.93,669.81,3.97,2.16,146.38,153,152,,,,
2026-07-31 18:00:00,18,31,7,4,59.9,61.7,675.85,5.49,2.2,142.54,153,153,,,,
2026-07-31 19:00:00,19,31,7,4,60.37,62.41,687.07,6.97,2.24,133.94,154,153,,,,
2026-07-31 20:00:00,20,31,7,4,59.52,61.74,689.66,7.1,2.21,126.14,153,154,,,,
2026-07-31 21:00:00,21,31,7,4,58.03,60.45,684.35,7.29,2.05,114.91,152,153,,,,
2026-07-31 22:00:00,22,31,7,4,56.56,59.41,691.94,8.07,1.84,101.39,152,152,,,,
2026-07-31 23:00:00,23,31,7,4,53.95,57.24,694.16,8.75,1.63,89.13,146,152,,,,
2026-08-01 00:00:00,0,1,8,5,50.73,54.29,685.11,9.06,1.46,78.38,139,146,,,,
2026-08-01 01:00:00,1,1,8,5,46.83,50.37,667.42,8.61,1.47,70.28,129,139,,,,
2026-08-01 02:00:00,2,1,8,5,41.96,45.25,633.45,7.78,1.65,64.4,117,129,,,,
2026-08-01 03:00:00,3,1,8,5,36.51,39.5,592.64,6.93,1.82,59.87,103,117,,,,
2026-08-01 04:00:00,4,1,8,5,32.1,34.96,568.67,6.55,1.89,54.68,93,103,,,,
2026-08-01 05:00:00,5,1,8,5,28.83,31.5,545.29,6.18,1.91,51.29,86,93,,,,
2026-08-01 06:00:00,6,1,8,5,25.87,28.58,529.83,6.68,1.83,45.85,80,86,,,,
2026-08-01 07:00:00,7,1,8,5,24.81,28.09,558.33,9.28,1.95,37.43,78,80,,,,
2026-08-01 08:00:00,8,1,8,5,25.22,29.14,614.54,13.26,2.36,33.4,79,78,,,,
2026-08-01 09:00:00,9,1,8,5,25.3,29.34,635.93,14.87,2.77,42.22,79,79,,,,
2026-08-01 10:00:00,10,1,8,5,27.67,31.65,611.23,11.71,2.44,55.75,84,79,,,,
2026-08-01 11:00:00,11,1,8,5,36.06,39.56,544.12,7.01,1.95,82.48,102,84,,,,
2026-08-01 12:00:00,12,1,8,5,28.39,29.98,323.0,1.58,1.67,104.57,85,102,,,,
2026-08-01 13:00:00,13,1,8,5,24.11,25.28,267.29,1.13,1.34,102.57,76,85,,,,
2026-08-01 14:00:00,14,1,8,5,23.72,24.82,254.42,1.12,1.26,103.14,75,76,,,,
2026-08-01 15:00:00,15,1,8,5,23.81,25.0,252.08,1.21,1.22,105.27,76,75,,,,
2026-08-01 16:00:00,16,1,8,5,24.42,25.81,254.09,1.4,1.21,107.55,77,76,,,,
2026-08-01 17:00:00,17,1,8,5,25.09,26.7,259.23,1.81,1.23,109.26,78,77,,,,
2026-08-01 18:00:00,18,1,8,5,28.0,30.37,327.98,6.66,1.3,94.47,84,78,,,,
2026-08-01 19:00:00,19,1,8,5,32.56,36.2,440.24,14.09,1.38,71.09,94,84,,,,
2026-08-01 20:00:00,20,1,8,5,37.01,41.96,533.75,18.64,1.4,55.59,105,94,,,,
2026-08-01 21:00:00,21,1,8,5,41.84,47.98,607.78,21.97,1.62,47.41,117,105,,,,
2026-08-01 22:00:00,22,1,8,5,46.39,53.57,670.79,24.77,2.04,43.27,128,117,,,,
2026-08-01 23:00:00,23,1,8,5,49.64,57.52,721.97,27.03,2.33,39.21,136,128,,,,
2026-08-02 00:00:00,0,2,8,6,54.09,62.22,747.75,28.15,2.45,36.04,147,136,,,,
2026-08-02 01:00:00,1,2,8,6,59.46,67.76,765.44,28.1,2.53,34.72,153,147,,,,
2026-08-02 02:00:00,2,2,8,6,65.36,73.77,779.16,27.15,2.59,34.37,156,153,,,,
2026-08-02 03:00:00,3,2,8,6,65.63,73.83,779.02,24.0,2.23,33.56,156,156,,,,
2026-08-02 04:00:00,4,2,8,6,62.61,69.99,778.44,20.93,1.97,32.69,155,156,,,,
2026-08-02 05:00:00,5,2,8,6,62.54,68.72,770.43,18.49,2.08,35.71,155,155,,,,
2026-08-02 06:00:00,6,2,8,6,55.15,59.76,609.63,10.62,2.63,60.69,149,155,,,,
2026-08-02 07:00:00,7,2,8,6,52.27,56.53,581.13,9.35,2.58,60.39,142,149,,,,
2026-08-02 08:00:00,8,2,8,6,51.88,56.15,599.06,8.86,2.5,58.87,141,142,,,,
2026-08-02 09:00:00,9,2,8,6,43.61,46.41,425.98,4.09,3.88,97.24,121,141,,,,
2026-08-02 10:00:00,10,2,8,6,41.99,44.17,373.34,2.35,3.53,113.63,117,121,,,,
2026-08-02 11:00:00,11,2,8,6,42.99,45.01,354.23,1.64,2.95,121.39,119,117,,,,
2026-08-02 12:00:00,12,2,8,6,40.32,42.24,324.21,1.28,2.39,121.28,113,119,,,,
2026-08-02 13:00:00,13,2,8,6,36.42,38.23,298.94,1.18,1.91,116.74,103,113,,,,
2026-08-02 14:00:00,14,2,8,6,34.4,36.19,288.02,1.22,1.67,114.64,98,103,,,,
2026-08-02 15:00:00,15,2,8,6,33.25,35.15,286.25,1.36,1.53,114.89,95,98,,,,
2026-08-02 16:00:00,16,2,8,6,32.72,34.79,289.32,1.67,1.47,116.49,94,95,,,,
2026-08-02 17:00:00,17,2,8,6,32.27,34.5,296.33,2.24,1.45,116.96,93,94,,,,
2026-08-02 18:00:00,18,2,8,6,33.8,36.58,341.86,5.48,1.48,107.58,97,93,,,,
2026-08-02 19:00:00,19,2,8,6,36.69,40.49,412.01,10.17,1.51,91.62,104,97,,,,
2026-08-02 20:00:00,20,2,8,6,39.35,44.29,474.23,13.09,1.51,79.06,110,104,,,,
2026-08-02 21:00:00,21,2,8,6,42.26,48.29,541.18,15.88,1.47,66.76,118,110,,,,
2026-08-02 22:00:00,22,2,8,6,46.11,53.17,621.49,18.85,1.41,54.37,127,118,,,,
2026-08-02 23:00:00,23,2,8,6,49.69,57.48,691.73,21.19,1.34,44.31,136,127,,,,
2026-08-03 00:00:00,0,3,8,0,52.35,60.44,739.1,22.41,1.24,36.98,142,136,,,,
2026-08-03 01:00:00,1,3,8,0,55.24,63.58,778.83,22.82,1.2,32.35,150,142,,,,
2026-08-03 02:00:00,2,3,8,0,58.31,66.83,811.59,22.5,1.22,29.11,152,150,,,,
2026-08-03 03:00:00,3,3,8,0,61.08,69.52,833.46,21.4,1.28,27.41,154,152,,,,
2026-08-03 04:00:00,4,3,8,0,63.1,70.78,847.83,19.45,1.53,28.01,155,154,,,,
2026-08-03 05:00:00,5,3,8,0,63.81,70.0,839.26,16.97,2.18,34.48,155,155,,,,
2026-08-03 06:00:00,6,3,8,0,55.92,59.76,577.88,7.13,4.06,89.6,151,155,,,,
2026-08-03 07:00:00,7,3,8,0,52.66,56.03,522.76,6.06,3.57,95.55,143,151,,,,
2026-08-03 08:00:00,8,3,8,0,50.23,53.64,527.31,7.28,3.0,91.12,137,143,,,,
2026-08-03 09:00:00,9,3,8,0,47.94,51.49,534.86,7.79,2.5,89.39,132,137,,,,
2026-08-03 10:00:00,10,3,8,0,46.42,50.36,523.87,6.45,2.11,96.69,128,132,,,,
2026-08-03 11:00:00,11,3,8,0,47.8,52.31,503.88,4.26,1.83,113.65,131,128,,,,
